project_name,filename,filepath,commit_id,parent_commit,#different_loc
Openmicroscopy,ZoomOutAction.java,SRC/org/openmicroscopy/shoola/agents/hiviewer/actions/ZoomOutAction.java,e5924527fa,8eee37fac5,2
Presto,AbstractTestHiveClient.java,presto-hive/src/test/java/com/facebook/presto/hive/AbstractTestHiveClient.java,cac0b06fc5,dd8a576640,91
Presto,AbstractTestHiveClient.java,presto-hive/src/test/java/com/facebook/presto/hive/AbstractTestHiveClient.java,f196f769f5,dcd9e7e185,63
Presto,AggregationNode.java,presto-main/src/main/java/com/facebook/presto/sql/planner/plan/AggregationNode.java,e986bb5490,cda20b6521,113
Presto,Analyzer.java,presto-main/src/main/java/com/facebook/presto/sql/analyzer/Analyzer.java,608035b2fa,9fe94e8816,5
Presto,BenchmarkSuite.java,presto-main/src/test/java/com/facebook/presto/benchmark/BenchmarkSuite.java,f585a83199,e706ef9c3c,21
Presto,BlockBuilder.java,src/main/java/com/facebook/presto/BlockBuilder.java,0b92d8696e,c17292ee7b,96
Presto,BlockBuilder.java,src/main/java/com/facebook/presto/BlockBuilder.java,be0ec1c775,75f19fccae,2
Presto,BooleanMaxAggregation.java,presto-main/src/main/java/com/facebook/presto/operator/aggregation/BooleanMaxAggregation.java,e1cc5e5413,d1a1a7baee,150
Presto,CompactionSetCreator.java,presto-raptor/src/main/java/com/facebook/presto/raptor/storage/CompactionSetCreator.java,34e18229dc,5421b5fc05,2
Presto,DatabaseStorageManager.java,presto-main/src/main/java/com/facebook/presto/metadata/DatabaseStorageManager.java,77b746fd47,a936207510,16
Presto,DecimalOperators.java,presto-main/src/main/java/com/facebook/presto/type/DecimalOperators.java,c50bbfd352,3ffae435a0,65
Presto,DoubleApproximatePercentileAggregation.java,presto-main/src/main/java/com/facebook/presto/operator/aggregation/DoubleApproximatePercentileAggregation.java,e1cc5e5413,d1a1a7baee,387
Presto,DualTable.java,presto-main/src/main/java/com/facebook/presto/metadata/DualTable.java,f8e3fa6adb,c169d40934,96
